,Game,Price,Offers,Tags,Day
6551,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition,3.0,1.0,"Przygodowe, Rekreacyjne",2019/05/02
6552,Adam and Eve: The Game - Chapter 1,0.5,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6553,Volkstein,0.9,2.0,"Niezalezne, RPG, Przygodowe",2019/05/02
6554,Grape Jelly,0.5,1.0,"Niezalezne, Wyscigi, Rekreacyjne",2019/05/02
6555,Sky Jump,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6556,Interplanetary Hunter,0.5,1.0,"Symulacje, Akcja, Przygodowe",2019/05/02
6557,Sniper Fodder,0.5,5.0,"Niezalezne, Akcja",2019/05/02
6558,Battles of Norghan,0.5,6.0,"Niezalezne, RPG, Strategiczne",2019/05/02
6559,Fitzzle Mighty Bears,0.5,1.0,"Strategiczne, Rekreacyjne",2019/05/02
6560,Supesu,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6561,Doors Push or Pull,0.5,1.0,Rekreacyjne,2019/05/02
6562,Rainbow Snake,0.9,1.0,Rekreacyjne,2019/05/02
6563,Restaurant Manager,0.9,1.0,"Niezalezne, Symulacje, Wczesny dostep, Strategiczne",2019/05/02
6564,Cuco,0.9,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6565,Hordelicious,0.5,3.0,"Niezalezne, Akcja",2019/05/02
6566,Phoning Home,9.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6567,Cubic complex,0.5,4.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6568,Space Chaos,0.9,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6569,Story of the Survivor : Prisoner,0.5,2.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe",2019/05/02
6570,Stickman Destruction,0.5,2.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
6571,Last Hope,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/02
6572,XBall Champion,0.5,2.0,Sportowe,2019/05/02
6573,Dragon Boar and Lady Rabbit,0.5,3.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6574,Infinity Trip,0.5,2.0,"Niezalezne, Akcja, Wyscigi, Rekreacyjne",2019/05/02
6575,Murder,0.9,1.0,"Niezalezne, Przygodowe",2019/05/02
6576,Inexistence - Edition Deluxe,3.99,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
6577,Tiki Man,0.7,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6578,Soul Of The Devil,0.69,1.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe, Rekreacyjne",2019/05/02
6579,PUTIN 20!8,0.5,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6580,Rush Bros.,0.9,4.0,"Niezalezne, Akcja, Wyscigi",2019/05/02
6581,Psichodelya,0.8,3.0,"Niezalezne, Akcja",2019/05/02
6582,Grav Blazer,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6583,In Fear I Trust,1.5,1.0,Przygodowe,2019/05/02
6584,Through Abandoned,2.5,1.0,"Niezalezne, Przygodowe",2019/05/02
6585,Among the Heavens,1.0,2.0,"Symulacje, Rekreacyjne",2019/05/02
6586,TownCraft,2.99,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
6587,Jagged Alliance 1: Gold Edition,7.75,1.0,"Akcja, RPG, Strategiczne",2019/05/02
6588,Blacksea Odyssey,3.55,4.0,"Niezalezne, Akcja",2019/05/02
6589,NAL Is Alive,2.0,1.0,"Niezalezne, Wczesny dostep",2019/05/02
6590,Abrix the robot,1.5,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
6591,Slash it 2 - Electronic Music Pack,0.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6592,Pilam Sky,1.25,2.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
6593,Close the Window!,0.5,4.0,Rekreacyjne,2019/05/02
6594,Fish for gold,0.7,1.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
6595,Dots,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/02
6596,Free Yourself - A Gravity Puzzle Game Starring YOU!,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6597,Z69,0.5,4.0,"Niezalezne, Akcja",2019/05/02
6598,Icky,0.5,2.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Rekreacyjne",2019/05/02
6599,Now Man Flies,0.5,1.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6600,Drone Racer: Canyons,0.5,2.0,"Niezalezne, Wyscigi, Rekreacyjne",2019/05/02
6601,Super Blockbreak 3D,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6602,WingMen,0.5,4.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6603,Radical Spectrum: Volume 2,0.5,4.0,"Niezalezne, Akcja",2019/05/02
6604,YBit,0.5,3.0,"Niezalezne, Przygodowe",2019/05/02
6605,Singularity Roller,0.5,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6606,The Tower - Fantogame,0.9,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6607,Armada Skies,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6608,Infinity Escape,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6609,Stickman Jetpack,0.5,2.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
6610,Spinning Around,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6611,Abscond,0.5,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6612,Space Rocket,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6613,Archery Blast,0.5,1.0,"Niezalezne, Sportowe, Rekreacyjne",2019/05/02
6614,Nemo_D.O,0.5,2.0,"Niezalezne, Wczesny dostep, Rekreacyjne",2019/05/02
6615,Spaceguard 80,0.5,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6616,GLAD VALAKAS SIMULATOR,0.5,2.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6617,Bang Bang Fruit 2,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/02
6618,Venusian Vengeance,1.0,2.0,"Niezalezne, Akcja",2019/05/02
6619,Vive le Roi,0.5,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6620,10 Second Ninja X,4.44,3.0,"Niezalezne, Akcja",2019/05/02
6621,Blaster Simulator,0.5,1.0,"Symulacje, Akcja, Rekreacyjne",2019/05/02
6622,Labirinto,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6623,The Incredible Adventures of Van Helsing - Complete Pack,11.99,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
6624,Realms of Arkania: Blade of Destiny + For the Gods DLC,9.99,1.0,"Niezalezne, RPG, Przygodowe",2019/05/02
6625,Survivor Squad,1.1,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/02
6626,Zombie Zoeds,0.8,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6627,Shin Samurai Jazz,1.0,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6628,Smugglers 5: Invasion,0.95,2.0,"Niezalezne, Symulacje, RPG, Strategiczne",2019/05/02
6629,Exocomets,1.0,1.0,"Niezalezne, Akcja",2019/05/02
6630,Solitaire - Cat Pirate Portrait,0.75,2.0,"Niezalezne, Symulacje, Strategiczne, Przygodowe, Sportowe, Rekreacyjne",2019/05/02
6631,Watergate Xtreme,0.5,3.0,"Niezalezne, Akcja",2019/05/02
6632,Waste Cleaner,0.5,2.0,"Niezalezne, Symulacje",2019/05/02
6633,Hikaru's Cube,0.5,1.0,"Niezalezne, Wczesny dostep, Akcja, Rekreacyjne",2019/05/02
6634,VirtuGO,0.5,1.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Rekreacyjne",2019/05/02
6635,Spirit Guide Crucible,0.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6636,Lost in the Forest,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6637,Happy New Year Clicker,0.5,3.0,"Niezalezne, Symulacje",2019/05/02
6638,Hack Time,0.5,2.0,"Symulacje, Strategiczne, Przygodowe",2019/05/02
6639,Waiting for the Loop,0.5,4.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6640,Roulette Simulator,0.5,7.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/02
6641,Earth 2150: Lost Souls,0.99,1.0,Strategiczne,2019/05/02
6642,Space - The Return Of The Pixxelfrazzer,0.5,4.0,"Niezalezne, Akcja, RPG, Rekreacyjne",2019/05/02
6643,POLYCRUSHER,0.5,2.0,"Niezalezne, Akcja",2019/05/02
6644,Erusal,1.49,1.0,"Niezalezne, Przygodowe",2019/05/02
6645,Mittelborg: City of Mages,15.0,1.0,"Niezalezne, Symulacje, Wczesny dostep, Strategiczne, Przygodowe",2019/05/02
6646,Range Ball,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6647,HUNTER BRICK BALL,0.5,3.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6648,Marine Sharpshooter II: Jungle Warfare,0.75,1.0,Akcja,2019/05/02
6649,Miracle Fly,2.0,1.0,"Niezalezne, Akcja",2019/05/02
6650,Autumn Night 3D Shooter,0.79,1.0,"Niezalezne, Akcja",2019/05/02
6651,Eador: Genesis,1.99,2.0,"Niezalezne, Strategiczne",2019/05/02
6652,Simple Light Cycles,0.9,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6653,Iggy's Egg Adventure,1.9,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6654,Hentai Sokoban,0.9,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6655,Solenars Edge REBIRTH,0.5,3.0,"Niezalezne, RPG",2019/05/02
6656,Mr Rabbit's Jigsaw Puzzle,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6657,Firewood,1.0,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6658,Soldiers of the Universe,3.5,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6659,Space Maze,0.5,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6660,Iesabel,0.5,11.0,"Niezalezne, Akcja, RPG",2019/05/02
6661,Kamikaze Cube,0.5,5.0,"Niezalezne, Przygodowe",2019/05/02
6662,Haldor,0.5,3.0,"Niezalezne, Wczesny dostep, RPG, Przygodowe",2019/05/02
6663,Crappy Day Enhanced Edition,0.5,4.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6664,Hellphobia,0.65,3.0,"Niezalezne, Akcja",2019/05/02
6665,Stickman - Killer of Apples,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6666,Zhulik.exe,0.5,6.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6667,Story Of the Survivor,0.5,7.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe",2019/05/02
6668,Lup,0.5,6.0,"Niezalezne, Akcja",2019/05/02
6669,Elements II: Hearts of Light,0.5,2.0,"Niezalezne, Wczesny dostep, RPG",2019/05/02
6670,Colortone,0.5,2.0,"Niezalezne, Przygodowe",2019/05/02
6671,King's Table - The Legend of Ragnarok,0.5,3.0,"Symulacje, Strategiczne",2019/05/02
6672,Ballistick,0.99,2.0,"Niezalezne, Akcja",2019/05/02
6673,The Last Federation,3.69,2.0,"Niezalezne, Symulacje, Strategiczne",2019/05/02
6674,Fruit Sudoku 3,0.87,5.0,"Niezalezne, Rekreacyjne",2019/05/02
6675,Baldur's Gate: Enhanced Edition Digital Soundtrack,2.99,2.0,"RPG, Strategiczne",2019/05/02
6676,Explosionade,0.85,4.0,"Niezalezne, Akcja",2019/05/02
6677,Demon Hearts,1.0,2.0,"Niezalezne, Akcja",2019/05/02
6678,Purgatory II,1.99,1.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/02
6679,Take Thy Throne,0.5,1.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne, MMO",2019/05/02
6680,Isyium,0.9,1.0,Symulacje,2019/05/02
6681,Post Master,0.65,3.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6682,"Linea, the Game",0.9,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6683,Karma Miwa,0.5,5.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6684,Vicky Saves the Big Dumb World,0.89,2.0,"Niezalezne, Akcja",2019/05/02
6685,Fighter of Evil,1.5,1.0,"Niezalezne, Akcja",2019/05/02
6686,The Culling Of The Cows,0.5,8.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/02
6687,Mortos,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6688,Depth Hunter 2: Ocean Mysteries,3.0,1.0,"Niezalezne, Symulacje, Akcja, Sportowe",2019/05/02
6689,Dark Rising,0.89,2.0,"Niezalezne, Strategiczne",2019/05/02
6690,Jack Keane,2.4,1.0,Przygodowe,2019/05/02
6691,Kim Jong-Boom,0.65,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6692,JUMP STOP,0.5,8.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6693,Lucky Panda,1.0,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6694,I want cookies,0.5,4.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6695,Glass Painting: Winter Art,1.99,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6696,Albert and Otto - The Adventure Begins,2.3,1.0,Niezalezne,2019/05/02
6697,Brother Wings,0.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6698,Squeezone,0.5,3.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6699,Rocket Fist,0.5,2.0,"Niezalezne, Akcja",2019/05/02
6700,Heavily Armed,0.9,1.0,"Akcja, RPG, Przygodowe",2019/05/02
6701,Neon Space,0.5,3.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6702,Inverted,0.5,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6703,The Corporate Machine,0.5,7.0,"Symulacje, Strategiczne",2019/05/02
6704,Runaway: A Twist of Fate,5.0,1.0,Przygodowe,2019/05/02
6705,Awe,1.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6706,Cube Runner,0.5,6.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6707,Insane Road,1.99,1.0,"Niezalezne, Akcja, Przygodowe, Wyscigi",2019/05/02
6708,Fantasy World,1.99,1.0,"Niezalezne, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6709,Great War 1914,1.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6710,Clockwise,0.79,1.0,"Niezalezne, Przygodowe",2019/05/02
6711,Sleeping Valley,0.5,3.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6712,Cavern Escape,0.5,5.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6713,Hardcore Survival,1.45,1.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6714,Happy Santa,0.5,2.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/02
6715,House of Evil,0.8,1.0,"Niezalezne, Symulacje, Przygodowe",2019/05/02
6716,It's Spring Again Collector's Edition Content,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6717,The Lords of the Earth Flame,0.99,1.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe",2019/05/02
6718,Gunnheim,0.5,7.0,"Niezalezne, Akcja",2019/05/02
6719,Zombie Ballz,0.5,5.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6720,Outline,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6721,Arsenal of Democracy: A Hearts of Iron Game,10.0,1.0,Strategiczne,2019/05/02
6722,Omensight - Original Soundtrack,0.5,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
6723,Mad Hunter,0.9,1.0,"Symulacje, Akcja, Wyscigi",2019/05/02
6724,Expansion - Europa Universalis IV: Conquest of Paradise,25.0,1.0,"Symulacje, Strategiczne",2019/05/02
6725,The Guild II Collection,18.49,1.0,"Symulacje, Strategiczne",2019/05/02
6726,Pizza Connection 1&2,15.0,1.0,"Symulacje, Strategiczne",2019/05/02
6727,Bridge Constructor Playground,2.0,1.0,"Niezalezne, Symulacje, RPG, Rekreacyjne",2019/05/02
6728,TurnOn,6.0,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6729,Spectrum,1.0,2.0,"Niezalezne, Przygodowe",2019/05/02
6730,AEGYPTUS,0.5,1.0,"Niezalezne, Symulacje, Wczesny dostep, Akcja, Przygodowe",2019/05/02
6731,Christmas Race,0.5,6.0,"Niezalezne, Rekreacyjne",2019/05/02
6732,MIND: Path to Thalamus Enhanced Edition,4.99,2.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/02
6733,Raining Blobs,3.3,1.0,"Niezalezne, Strategiczne",2019/05/02
6734,Dream Tale,0.9,3.0,"Niezalezne, Rekreacyjne",2019/05/02
6735,"War, the Game",1.98,4.0,"Niezalezne, Strategiczne",2019/05/02
6736,HYPERNOVA: Escape from Hadea,25.0,1.0,"Akcja, Strategiczne",2019/05/02
6737,Tyrfing Cycle |Vanilla|,3.99,1.0,"Niezalezne, Wczesny dostep, Akcja, Przygodowe",2019/05/02
6738,Let's zig zag,0.5,4.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
6739,Deep Eclipse: New Space Odyssey,0.95,3.0,"Niezalezne, Akcja",2019/05/02
6740,Paper Shakespeare: To Date Or Not To Date?,0.5,1.0,"Niezalezne, Przygodowe",2019/05/02
6741,Van Helsing II : Complete Pack,16.0,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
6742,Kinaman vs Gray Elephant - Hard Level Pack,0.5,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6743,Psi Cards,0.9,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6744,Lifeless Planet Premier Edition,25.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6745,False Shelter,0.9,1.0,RPG,2019/05/02
6746,Introvert Quest,0.5,2.0,"Niezalezne, RPG, Przygodowe, Rekreacyjne",2019/05/02
6747,Fort Defense,0.8,2.0,"Niezalezne, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6748,Taimumari Full Edition,3.5,1.0,,2019/05/02
6749,Medieval Survival,1.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6750,80's style,0.5,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6751,Don't Panic!,0.5,2.0,"Niezalezne, Strategiczne",2019/05/02
6752,Batman: Arkham Origins - New Millennium Skins Pack,1.0,1.0,"Akcja, Przygodowe",2019/05/02
6753,Out There: Ω Edition + Soundtrack,8.99,2.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
6754,Void And Meddler,9.99,1.0,"Niezalezne, Przygodowe",2019/05/02
6755,Mad Age And This Guy,10.0,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6756,Mirror Mysteries 2,6.89,2.0,Przygodowe,2019/05/02
6757,Lumber Island - That Special Place,1.25,3.0,Przygodowe,2019/05/02
6758,Disgraced,5.9,1.0,"Niezalezne, Symulacje, Akcja, RPG, Strategiczne, Przygodowe",2019/05/02
6759,Zafehouse: Diaries,3.45,3.0,"Niezalezne, Symulacje, RPG, Strategiczne",2019/05/02
6760,Knee Deep,17.5,1.0,"Niezalezne, Przygodowe",2019/05/02
6761,Data Hacker: Reboot,0.5,6.0,"Niezalezne, RPG, Przygodowe",2019/05/02
6762,So Many Cubes,0.5,9.0,"Wczesny dostep, Akcja, Strategiczne, Rekreacyjne",2019/05/02
6763,Tyd wag vir Niemand (Time waits for Nobody),8.0,1.0,"Niezalezne, Przygodowe",2019/05/02
6764,SnappleNoid,0.9,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6765,Beach Bowling Dream VR,0.9,1.0,"Niezalezne, Sportowe, Rekreacyjne",2019/05/02
6766,Thing-in-Itself,0.5,3.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/02
6767,Shadow Ops: Red Mercury,5.0,1.0,Akcja,2019/05/02
6768,The Grandfather,0.87,2.0,"Niezalezne, Przygodowe",2019/05/02
6769,Match 3 Revolution,0.99,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6770,Air Combat Arena,0.5,7.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6771,Valley,14.99,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6772,Out There Somewhere,1.5,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6773,Longshot Universe,0.69,3.0,"Niezalezne, Akcja",2019/05/02
6774,The Battle for Sector 219,1.6,1.0,"Niezalezne, Strategiczne",2019/05/02
6775,Guns of Icarus Online Soundtrack,0.7,1.0,,2019/05/02
6776,Freight Tycoon Inc.,3.0,1.0,Strategiczne,2019/05/02
6777,D: The Game,1.98,3.0,Przygodowe,2019/05/02
6778,Signs Of Darkness,10.0,1.0,"Niezalezne, Wczesny dostep, Akcja, RPG, Przygodowe",2019/05/02
6779,Mortifero Motus,0.89,2.0,"Niezalezne, Wyscigi, Sportowe",2019/05/02
6780,ConflictCraft,1.99,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
6781,Magic Tavern,0.9,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6782,Super Duper Flying Genocide 2017,1.0,1.0,"Niezalezne, Symulacje, Akcja, Przygodowe",2019/05/02
6783,The Lost Battalion: All Out Warfare,1.0,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6784,Vapour + Soundtrack,0.9,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6785,Opus Mortem,2.99,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6786,2DGameManias Taken,2.99,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6787,Nimble Bunn,1.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6788,Black Sand Drift Collector's Edition Content,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/02
6789,STASIS,14.9,4.0,Przygodowe,2019/05/02
6790,Team Indie,2.95,1.0,"Niezalezne, Akcja",2019/05/02
6791,Dag's Series,3.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6792,Slingshot people,0.5,3.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/02
6793,Death Game+,0.5,1.0,"Akcja, Przygodowe, Rekreacyjne",2019/05/02
6794,Snail Racer EXTREME,0.5,2.0,"Niezalezne, Wyscigi, Sportowe, Rekreacyjne",2019/05/02
6795,Speedball Arena,2.8,1.0,"Niezalezne, Sportowe",2019/05/02
6796,Bezier,1.99,1.0,"Niezalezne, Akcja",2019/05/02
6797,Three Days,2.9,1.0,"Niezalezne, Symulacje, RPG, Strategiczne, Przygodowe, Rekreacyjne",2019/05/02
6798,Adventures of Heroes,0.5,9.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/02
6799,Pilot Brothers,1.4,3.0,"Przygodowe, Rekreacyjne",2019/05/02
6800,Leona's Tricky Adventures,0.95,2.0,"Niezalezne, Przygodowe",2019/05/02
6801,Plazma Being,0.7,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6802,Into the Void,0.9,2.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/02
6803,Frederic: Evil Strikes Back,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6804,TRISTOY,1.49,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6805,Cave Coaster,2.9,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6806,Where Angels Cry: Tears of the Fallen (Collector's Edition),4.95,2.0,Przygodowe,2019/05/02
6807,The Epic Bang Theory,0.85,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6808,Blackjack In Space,2.0,1.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/02
6809,SEGFAULT,0.5,9.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6810,Cleansuit,6.0,1.0,Niezalezne,2019/05/02
6811,RAID: World War II Special Edition,55.0,1.0,"Akcja, RPG, Przygodowe",2019/05/02
6812,Super LOH,0.5,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6813,BattleTime,0.5,10.0,"Akcja, Strategiczne, Przygodowe",2019/05/02
6814,Crazy Pixel Streaker,0.5,5.0,"Niezalezne, Akcja, Sportowe",2019/05/02
6815,Franky the Bumwalker,1.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6816,River City Super Sports Challenge ~All Stars Special~,9.9,1.0,"Akcja, Przygodowe, Sportowe",2019/05/02
6817,Drayt Empire,0.5,11.0,"Niezalezne, RPG",2019/05/02
6818,Strike Squadron: Caracará,0.59,2.0,"Symulacje, Akcja",2019/05/02
6819,KORABLIK,0.6,2.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/02
6820,Cubic,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6821,Empire of the Gods,0.9,3.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/02
6822,Surfingers,0.5,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6823,RAZ,3.0,1.0,"Niezalezne, Akcja",2019/05/02
6824,Heavy Destinies,0.5,4.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/02
6825,Lost In Woods 2,0.5,6.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Przygodowe",2019/05/02
6826,Space Incident,0.5,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/02
6827,The m0rg VS keys,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/02
6828,Playing History - The Plague,0.5,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6829,Favorite Miner,0.5,2.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/02
6830,The Light Keeps Us Safe,20.0,1.0,"Niezalezne, Wczesny dostep, Akcja",2019/05/02
6831,TAURONOS,3.0,1.0,"Niezalezne, Przygodowe",2019/05/02
6832,Adventures On The Polluted Islands,1.5,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6833,Liveza: Death of the Earth,0.5,3.0,"Niezalezne, Przygodowe",2019/05/02
6834,BASEBALL STARS 2,1.99,2.0,Sportowe,2019/05/02
6835,desTRUCKtors: Warfare Showdown,1.5,1.0,"Niezalezne, Akcja",2019/05/02
6836,Extreme Drifters,1.5,1.0,"Symulacje, Akcja, Wyscigi, Sportowe",2019/05/02
6837,Retention,0.5,2.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/02
6838,Madrobot X,0.55,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/02
6839,Russian SuperHero Dead Ivan,0.5,5.0,"Niezalezne, Rekreacyjne",2019/05/02
6840,Miner Meltdown,3.5,2.0,"Niezalezne, Akcja",2019/05/02
